review,rating,date,bank,source,cleaned_review,char_count,word_count,avg_word_length,has_question,has_exclamation,is_all_caps,sentiment_polarity
Why stacked sometimes,5,2025-05-03,Commercial Bank of Ethiopia,Google Play,sometimes,9.0,1.0,9.0,0.0,0.0,0.0,0.0
good app,5,2025-05-03,Commercial Bank of Ethiopia,Google Play,good,4.0,1.0,4.0,0.0,0.0,0.0,0.0
nice,5,2025-05-03,Commercial Bank of Ethiopia,Google Play,nice,4.0,1.0,4.0,0.0,0.0,0.0,0.0
okay 👍 but sometimes busy,1,2025-05-03,Commercial Bank of Ethiopia,Google Play,sometimes busy,14.0,2.0,6.5,0.0,0.0,0.0,0.0
the worst commercial company that fails to do even the most normal things again and and again.,1,2025-05-03,Commercial Bank of Ethiopia,Google Play,worst commercial company even normal thing,42.0,6.0,6.17,0.0,0.0,0.0,0.0
Very good app. but disappointed by general cessation of system.,5,2025-05-02,Commercial Bank of Ethiopia,Google Play,good disappointed general cessation system,42.0,5.0,7.6,0.0,0.0,0.0,0.0
excellent,5,2025-05-02,Commercial Bank of Ethiopia,Google Play,excellent,9.0,1.0,9.0,0.0,0.0,0.0,0.0
good,5,2025-05-02,Commercial Bank of Ethiopia,Google Play,good,4.0,1.0,4.0,0.0,0.0,0.0,0.0
Good and fast,5,2025-05-02,Commercial Bank of Ethiopia,Google Play,good fast,9.0,2.0,4.0,0.0,0.0,0.0,0.0
Unreliable!,1,2025-05-02,Commercial Bank of Ethiopia,Google Play,unreliable,10.0,1.0,10.0,0.0,0.0,0.0,0.0
Best the best fast,5,2025-05-02,Commercial Bank of Ethiopia,Google Play,best best fast,14.0,3.0,4.0,0.0,0.0,0.0,0.0
good app,5,2025-05-02,Commercial Bank of Ethiopia,Google Play,good,4.0,1.0,4.0,0.0,0.0,0.0,0.0
happy,5,2025-05-02,Commercial Bank of Ethiopia,Google Play,happy,5.0,1.0,5.0,0.0,0.0,0.0,0.0
fast and reliable,5,2025-05-02,Commercial Bank of Ethiopia,Google Play,fast reliable,13.0,2.0,6.0,0.0,0.0,0.0,0.0
network errorrrrrr,2,2025-05-02,Commercial Bank of Ethiopia,Google Play,network,7.0,1.0,7.0,0.0,0.0,0.0,0.0
Best app but there is some problem I can't send money to telebirr or mpesa so if you can add that it could be use full,4,2025-05-02,Commercial Bank of Ethiopia,Google Play,best problem cant send money add could use full,47.0,9.0,4.33,0.0,0.0,0.0,0.0
its good and simple to use,5,2025-05-02,Commercial Bank of Ethiopia,Google Play,good simple use,15.0,3.0,4.33,0.0,0.0,0.0,0.0
worest app like that bank for security and network access,1,2025-05-02,Commercial Bank of Ethiopia,Google Play,like bank security network access,33.0,5.0,5.8,0.0,0.0,0.0,0.0
it's the best app i,5,2025-05-02,Commercial Bank of Ethiopia,Google Play,best,4.0,1.0,4.0,0.0,0.0,0.0,0.0
not bad not good,1,2025-05-02,Commercial Bank of Ethiopia,Google Play,bad good,8.0,2.0,3.5,0.0,0.0,0.0,0.0
its very nice,5,2025-05-02,Commercial Bank of Ethiopia,Google Play,nice,4.0,1.0,4.0,0.0,0.0,0.0,0.0
do not work this week,3,2025-04-30,Commercial Bank of Ethiopia,Google Play,work week,9.0,2.0,4.0,0.0,0.0,0.0,0.0
It crashes frequently,4,2025-04-29,Commercial Bank of Ethiopia,Google Play,crash frequently,16.0,2.0,7.5,0.0,0.0,0.0,0.0
the best,5,2025-04-28,Commercial Bank of Ethiopia,Google Play,best,4.0,1.0,4.0,0.0,0.0,0.0,0.0
"I can simply describe this app as ""Making all your work easier"".",5,2025-04-28,Commercial Bank of Ethiopia,Google Play,simply describe making work easier,34.0,5.0,6.0,0.0,0.0,0.0,0.0
goid,5,2025-04-28,Commercial Bank of Ethiopia,Google Play,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
best appearance,5,2025-04-27,Commercial Bank of Ethiopia,Google Play,best appearance,15.0,2.0,7.0,0.0,0.0,0.0,0.0
it's very good 👍 app,5,2025-04-27,Commercial Bank of Ethiopia,Google Play,good,4.0,1.0,4.0,0.0,0.0,0.0,0.0
I need support you,5,2025-04-26,Commercial Bank of Ethiopia,Google Play,need support,12.0,2.0,5.5,0.0,0.0,0.0,0.0
the worst Mobile banking i have ever seen in my life,1,2025-04-26,Commercial Bank of Ethiopia,Google Play,worst mobile banking ever seen life,35.0,6.0,5.0,0.0,0.0,0.0,0.0
super,5,2025-04-26,Commercial Bank of Ethiopia,Google Play,super,5.0,1.0,5.0,0.0,0.0,0.0,0.0
ጠጀጨገጀ።ጀገ,5,2025-04-26,Commercial Bank of Ethiopia,Google Play,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
i like the app,5,2025-04-26,Commercial Bank of Ethiopia,Google Play,like,4.0,1.0,4.0,0.0,0.0,0.0,0.0
the Best,1,2025-04-26,Commercial Bank of Ethiopia,Google Play,best,4.0,1.0,4.0,0.0,0.0,0.0,0.0
nice,5,2025-04-25,Commercial Bank of Ethiopia,Google Play,nice,4.0,1.0,4.0,0.0,0.0,0.0,0.0
good,5,2025-04-25,Commercial Bank of Ethiopia,Google Play,good,4.0,1.0,4.0,0.0,0.0,0.0,0.0
to other bank is bad,1,2025-04-25,Commercial Bank of Ethiopia,Google Play,bank bad,8.0,2.0,3.5,0.0,0.0,0.0,0.0
tank's,5,2025-04-24,Commercial Bank of Ethiopia,Google Play,tank,4.0,1.0,4.0,0.0,0.0,0.0,0.0
its good but add more features such like. bank statement showing,5,2025-04-24,Commercial Bank of Ethiopia,Google Play,good add feature like bank statement showing,44.0,7.0,5.43,0.0,0.0,0.0,0.0
it is so nice,5,2025-04-24,Commercial Bank of Ethiopia,Google Play,nice,4.0,1.0,4.0,0.0,0.0,0.0,0.0
good,5,2025-04-21,Commercial Bank of Ethiopia,Google Play,good,4.0,1.0,4.0,0.0,0.0,0.0,0.0
Very Good👍,5,2025-04-21,Commercial Bank of Ethiopia,Google Play,good,4.0,1.0,4.0,0.0,0.0,0.0,0.0
"my first frequent experience of cbe app is critical-time failure such as suspending payment on air for 2-5 days with zero explanation, deducting from sender account without depositing to the receiver act. Another fatal error by the banking company as a whole (not the app itself though) is forced-banking with corporations without consent of employers-users of the corresponding corporations",2,2025-04-21,Commercial Bank of Ethiopia,Google Play,first frequent experience failure payment air day zero explanation sender account without receiver act another fatal error banking company whole though corporation without consent corresponding corporation,205.0,26.0,6.92,0.0,0.0,0.0,0.0
"wow, amazing app",5,2025-04-21,Commercial Bank of Ethiopia,Google Play,wow amazing,11.0,2.0,5.0,0.0,0.0,0.0,0.0
use ful,5,2025-04-21,Commercial Bank of Ethiopia,Google Play,use,3.0,1.0,3.0,0.0,0.0,0.0,0.0
Great app,5,2025-04-21,Commercial Bank of Ethiopia,Google Play,great,5.0,1.0,5.0,0.0,0.0,0.0,0.0
well app,5,2025-04-20,Commercial Bank of Ethiopia,Google Play,well,4.0,1.0,4.0,0.0,0.0,0.0,0.0
Actually it is inactive,4,2025-04-19,Commercial Bank of Ethiopia,Google Play,actually inactive,17.0,2.0,8.0,0.0,0.0,0.0,0.0
good,4,2025-04-19,Commercial Bank of Ethiopia,Google Play,good,4.0,1.0,4.0,0.0,0.0,0.0,0.0
ok,2,2025-04-19,Commercial Bank of Ethiopia,Google Play,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
best app,5,2025-04-19,Commercial Bank of Ethiopia,Google Play,best,4.0,1.0,4.0,0.0,0.0,0.0,0.0
amazing,1,2025-04-19,Commercial Bank of Ethiopia,Google Play,amazing,7.0,1.0,7.0,0.0,0.0,0.0,0.0
I like,5,2025-04-19,Commercial Bank of Ethiopia,Google Play,like,4.0,1.0,4.0,0.0,0.0,0.0,0.0
"slow, only one account is used",2,2025-04-19,Commercial Bank of Ethiopia,Google Play,slow one account used,21.0,4.0,4.5,0.0,0.0,0.0,0.0
ok,5,2025-04-18,Commercial Bank of Ethiopia,Google Play,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
always CBE is the leading Commercial Bank💪💪💪,5,2025-04-18,Commercial Bank of Ethiopia,Google Play,always leading commercial bank,30.0,4.0,6.75,0.0,0.0,0.0,0.0
i like it,5,2025-04-18,Commercial Bank of Ethiopia,Google Play,like,4.0,1.0,4.0,0.0,0.0,0.0,0.0
why removing screenshot feature why?,1,2025-04-18,Commercial Bank of Ethiopia,Google Play,removing feature,16.0,2.0,7.5,0.0,0.0,0.0,0.0
nice apps where network is good in connection,5,2025-04-18,Commercial Bank of Ethiopia,Google Play,nice network good connection,28.0,4.0,6.25,0.0,0.0,0.0,0.0
Thank you!!!,5,2025-04-18,Commercial Bank of Ethiopia,Google Play,thank,5.0,1.0,5.0,0.0,0.0,0.0,0.0
i can't take screenshot,1,2025-04-18,Commercial Bank of Ethiopia,Google Play,cant take,9.0,2.0,4.0,0.0,0.0,0.0,0.0
"every update was made the system better and better until the March 19th, 2025 update, not allowing us to screenshot. you guys didn't understand how much it's a really quick and significant thing. You add extra steps to us, which makes the process draw back",3,2025-04-18,Commercial Bank of Ethiopia,Google Play,every update made system better better march th update guy didnt understand much really quick significant thing add extra step make process draw back,149.0,24.0,5.25,0.0,0.0,0.0,0.0
perfectly special,5,2025-04-17,Commercial Bank of Ethiopia,Google Play,perfectly special,17.0,2.0,8.0,0.0,0.0,0.0,0.0
Fast and Reliable,5,2025-04-17,Commercial Bank of Ethiopia,Google Play,fast reliable,13.0,2.0,6.0,0.0,0.0,0.0,0.0
good,5,2025-04-17,Commercial Bank of Ethiopia,Google Play,good,4.0,1.0,4.0,0.0,0.0,0.0,0.0
The best application I have ever seen in Ethiopia banking industry.,5,2025-04-17,Commercial Bank of Ethiopia,Google Play,best application ever seen banking industry,43.0,6.0,6.33,0.0,0.0,0.0,0.0
great app!!!,5,2025-04-17,Commercial Bank of Ethiopia,Google Play,great,5.0,1.0,5.0,0.0,0.0,0.0,0.0
because sometimes it doesn't working it load too much,3,2025-04-16,Commercial Bank of Ethiopia,Google Play,sometimes doesnt working load much,34.0,5.0,6.0,0.0,0.0,0.0,0.0
"Absolutely the best app! It works flawlessly, anytime and anywhere.",5,2025-04-16,Commercial Bank of Ethiopia,Google Play,absolutely best work flawlessly anywhere,40.0,5.0,7.2,0.0,0.0,0.0,0.0
ok,3,2025-04-16,Commercial Bank of Ethiopia,Google Play,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
very nice app ever!!!,5,2025-04-16,Commercial Bank of Ethiopia,Google Play,nice ever,9.0,2.0,4.0,0.0,0.0,0.0,0.0
the best app,5,2025-04-16,Commercial Bank of Ethiopia,Google Play,best,4.0,1.0,4.0,0.0,0.0,0.0,0.0
Biometric security for mobile banking is not available,5,2025-04-15,Commercial Bank of Ethiopia,Google Play,biometric security mobile banking available,43.0,5.0,7.8,0.0,0.0,0.0,0.0
great,5,2025-04-15,Commercial Bank of Ethiopia,Google Play,great,5.0,1.0,5.0,0.0,0.0,0.0,0.0
Nice service,5,2025-04-15,Commercial Bank of Ethiopia,Google Play,nice service,12.0,2.0,5.5,0.0,0.0,0.0,0.0
great app,5,2025-04-15,Commercial Bank of Ethiopia,Google Play,great,5.0,1.0,5.0,0.0,0.0,0.0,0.0
it's special apps,5,2025-04-15,Commercial Bank of Ethiopia,Google Play,special,7.0,1.0,7.0,0.0,0.0,0.0,0.0
"In the updated version of the app, it takes more time to download the receipt.",3,2025-04-14,Commercial Bank of Ethiopia,Google Play,version take time receipt,25.0,4.0,5.5,0.0,0.0,0.0,0.0
ለምንድነው ትራንዛክሽን ትንሽ ብቻ የሚያሳየው ?,3,2025-04-14,Commercial Bank of Ethiopia,Google Play,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Good 🔥,5,2025-04-14,Commercial Bank of Ethiopia,Google Play,good fire,9.0,2.0,4.0,0.0,0.0,0.0,0.0
very interesting app i am using every day fantastic,5,2025-04-14,Commercial Bank of Ethiopia,Google Play,interesting every day fantastic,31.0,4.0,7.0,0.0,0.0,0.0,0.0
lebaa bank,5,2025-04-14,Commercial Bank of Ethiopia,Google Play,bank,4.0,1.0,4.0,0.0,0.0,0.0,0.0
Can't scan/recognize other banks' Interoperable QR Codes,1,2025-04-13,Commercial Bank of Ethiopia,Google Play,cant bank code,14.0,3.0,4.0,0.0,0.0,0.0,0.0
OK,5,2025-04-13,Commercial Bank of Ethiopia,Google Play,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grateful app,5,2025-04-13,Commercial Bank of Ethiopia,Google Play,grateful,8.0,1.0,8.0,0.0,0.0,0.0,0.0
100% ❤️❤️❤️🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏,5,2025-04-13,Commercial Bank of Ethiopia,Google Play,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
everthing wellbeok,3,2025-04-13,Commercial Bank of Ethiopia,Google Play,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"""This mobile banking app is fast and user-friendly, but the only issue I encountered is that I can't access my bank statement within the app. I kindly request that this feature be added, similar to what is offered by other private bank mobile banking apps.",4,2025-04-12,Commercial Bank of Ethiopia,Google Play,mobile banking fast issue cant access bank statement within kindly request feature added similar private bank mobile banking,124.0,18.0,5.94,0.0,0.0,0.0,0.0
nice app 👌,5,2025-04-12,Commercial Bank of Ethiopia,Google Play,nice,4.0,1.0,4.0,0.0,0.0,0.0,0.0
why did this app is not screenshot,5,2025-04-12,Commercial Bank of Ethiopia,Google Play,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
it so good app,5,2025-04-12,Commercial Bank of Ethiopia,Google Play,good,4.0,1.0,4.0,0.0,0.0,0.0,0.0
the best app,3,2025-04-11,Commercial Bank of Ethiopia,Google Play,best,4.0,1.0,4.0,0.0,0.0,0.0,0.0
جميل,5,2025-04-11,Commercial Bank of Ethiopia,Google Play,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"less network, specially to make fee for utility purpose",1,2025-04-11,Commercial Bank of Ethiopia,Google Play,less network specially make fee utility purpose,47.0,7.0,5.86,0.0,0.0,0.0,0.0
nice,5,2025-04-11,Commercial Bank of Ethiopia,Google Play,nice,4.0,1.0,4.0,0.0,0.0,0.0,0.0
simply for used,4,2025-04-10,Commercial Bank of Ethiopia,Google Play,simply used,11.0,2.0,5.0,0.0,0.0,0.0,0.0
wow keep up,5,2025-04-10,Commercial Bank of Ethiopia,Google Play,wow keep,8.0,2.0,3.5,0.0,0.0,0.0,0.0
its great app but when updating we can't take screen shot please try to fix it,3,2025-04-10,Commercial Bank of Ethiopia,Google Play,great cant take screen shot please try fix,42.0,8.0,4.38,0.0,0.0,0.0,0.0
good one,5,2025-04-10,Commercial Bank of Ethiopia,Google Play,good one,8.0,2.0,3.5,0.0,0.0,0.0,0.0
best app.,5,2025-04-10,Commercial Bank of Ethiopia,Google Play,best,4.0,1.0,4.0,0.0,0.0,0.0,0.0
everything is easy thank you cebe,5,2025-04-10,Commercial Bank of Ethiopia,Google Play,everything easy thank,21.0,3.0,6.33,0.0,0.0,0.0,0.0
ፈጣን ቀልጣፋ,5,2025-04-10,Commercial Bank of Ethiopia,Google Play,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
good,5,2025-04-09,Commercial Bank of Ethiopia,Google Play,good,4.0,1.0,4.0,0.0,0.0,0.0,0.0
ok,5,2025-04-09,Commercial Bank of Ethiopia,Google Play,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ጎበዝ,5,2025-04-09,Commercial Bank of Ethiopia,Google Play,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
good app,5,2025-04-09,Commercial Bank of Ethiopia,Google Play,good,4.0,1.0,4.0,0.0,0.0,0.0,0.0
but this app says can't sync,5,2025-04-09,Commercial Bank of Ethiopia,Google Play,say cant sync,13.0,3.0,3.67,0.0,0.0,0.0,0.0
waw,5,2025-04-09,Commercial Bank of Ethiopia,Google Play,waw,3.0,1.0,3.0,0.0,0.0,0.0,0.0
to slow,3,2025-04-09,Commercial Bank of Ethiopia,Google Play,slow,4.0,1.0,4.0,0.0,0.0,0.0,0.0
work on screen shot system,4,2025-04-08,Commercial Bank of Ethiopia,Google Play,work screen shot system,23.0,4.0,5.0,0.0,0.0,0.0,0.0
very very nice aplication,1,2025-04-08,Commercial Bank of Ethiopia,Google Play,nice,4.0,1.0,4.0,0.0,0.0,0.0,0.0
Good,5,2025-04-08,Commercial Bank of Ethiopia,Google Play,good,4.0,1.0,4.0,0.0,0.0,0.0,0.0
wonder full and it is easy to use,5,2025-04-08,Commercial Bank of Ethiopia,Google Play,wonder full easy use,20.0,4.0,4.25,0.0,0.0,0.0,0.0
easy and reliable,2,2025-04-08,Commercial Bank of Ethiopia,Google Play,easy reliable,13.0,2.0,6.0,0.0,0.0,0.0,0.0
good,5,2025-04-07,Commercial Bank of Ethiopia,Google Play,good,4.0,1.0,4.0,0.0,0.0,0.0,0.0
it is Very Useful app 👍,5,2025-04-07,Commercial Bank of Ethiopia,Google Play,useful,6.0,1.0,6.0,0.0,0.0,0.0,0.0
very good,5,2025-04-07,Commercial Bank of Ethiopia,Google Play,good,4.0,1.0,4.0,0.0,0.0,0.0,0.0
perfect app,5,2025-04-07,Commercial Bank of Ethiopia,Google Play,perfect,7.0,1.0,7.0,0.0,0.0,0.0,0.0
I like it.,5,2025-04-07,Commercial Bank of Ethiopia,Google Play,like,4.0,1.0,4.0,0.0,0.0,0.0,0.0
bugs,3,2025-04-06,Commercial Bank of Ethiopia,Google Play,bug,3.0,1.0,3.0,0.0,0.0,0.0,0.0
commerial Bank,5,2025-04-06,Commercial Bank of Ethiopia,Google Play,bank,4.0,1.0,4.0,0.0,0.0,0.0,0.0
Genat biru,2,2025-04-06,Commercial Bank of Ethiopia,Google Play,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
🙏,5,2025-04-06,Commercial Bank of Ethiopia,Google Play,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
it is good but it doesn't allow screen shot,4,2025-04-06,Commercial Bank of Ethiopia,Google Play,good doesnt allow screen shot,29.0,5.0,5.0,0.0,0.0,0.0,0.0
the best one,5,2025-04-06,Commercial Bank of Ethiopia,Google Play,best one,8.0,2.0,3.5,0.0,0.0,0.0,0.0
You need to copy many things from other bank apps like Amole(Dashen),2,2025-04-06,Commercial Bank of Ethiopia,Google Play,need copy many thing bank like,30.0,6.0,4.17,0.0,0.0,0.0,0.0
bring back the screenshot feature.,1,2025-04-05,Commercial Bank of Ethiopia,Google Play,bring back feature,18.0,3.0,5.33,0.0,0.0,0.0,0.0
Good!👍,3,2025-04-05,Commercial Bank of Ethiopia,Google Play,good,4.0,1.0,4.0,0.0,0.0,0.0,0.0
best app to experience him that to smooth transaction among the customers,1,2025-04-05,Commercial Bank of Ethiopia,Google Play,best experience smooth transaction among customer,49.0,6.0,7.33,0.0,0.0,0.0,0.0
good,5,2025-04-04,Commercial Bank of Ethiopia,Google Play,good,4.0,1.0,4.0,0.0,0.0,0.0,0.0
nice app suitable to use it. the only weak side is it need data connections and hoping will be fixed to offline i gave 4 rate,4,2025-04-04,Commercial Bank of Ethiopia,Google Play,nice suitable use weak side need data connection fixed gave rate,64.0,11.0,4.91,0.0,0.0,0.0,0.0
easy to use,5,2025-04-04,Commercial Bank of Ethiopia,Google Play,easy use,8.0,2.0,3.5,0.0,0.0,0.0,0.0
"Good job to the CBE team on this mobile app! It's designed in a way that's simple and intuitive to navigate, which is great for everyone. It effectively handles the essential banking tasks I need to perform regularly. It's a practical and reliable tool that makes everyday banking much more convenient. Thank you for this useful application.",5,2025-04-04,Commercial Bank of Ethiopia,Google Play,good job team mobile designed way thats simple intuitive navigate great everyone effectively handle essential banking task need perform regularly practical reliable tool make everyday banking much convenient thank useful application,232.0,31.0,6.52,0.0,0.0,0.0,0.0
ለኔ በጣም ምርጥ ነው ግን screenshot ማረግ ቢቻል ምርጥ ነበር,5,2025-04-04,Commercial Bank of Ethiopia,Google Play,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
before it was smooth and good. this time after the new update in 2025 i can not make screenshot of my recite. even the downlod button is very delayed in putting my recite in my gallery for simple proof. please fix this i am unable to show proof of payment to my clients. thankyou.,3,2025-04-04,Commercial Bank of Ethiopia,Google Play,smooth good time new update make recite even button recite gallery simple proof please fix unable show proof payment client,123.0,20.0,5.2,0.0,0.0,0.0,0.0
cool ❤,4,2025-04-04,Commercial Bank of Ethiopia,Google Play,cool,4.0,1.0,4.0,0.0,0.0,0.0,0.0
Best app,5,2025-04-03,Commercial Bank of Ethiopia,Google Play,best,4.0,1.0,4.0,0.0,0.0,0.0,0.0
great app,5,2025-04-03,Commercial Bank of Ethiopia,Google Play,great,5.0,1.0,5.0,0.0,0.0,0.0,0.0
